Inflow(Cs),
5551.1235 ,
5219.601 ,
6619.797 ,
6310.437 ,
6361.5317 ,
5342.732 ,
5465.9873 ,
5702.2627 ,
5850.9546 ,
5674.1655 ,
6664.9795 ,
6262.327 ,
5081.9126 ,
5756.827 ,
5137.4277 ,
5713.4395 ,
4906.598 ,
5904.866 ,
8039.7964 ,
6112.445 ,
5870.2344 ,
5976.6797 ,
10163.705 ,
11430.338 ,
6809.9707 ,
6214.5283 ,
6309.202 ,
5769.6343 ,
6063.615 ,
5093.165 ,
6191.3794 ,
5375.729 ,
5407.2515 ,
5158.3687 ,
5044.624 ,
7223.0044 ,
8197.422 ,
8516.466 ,
8178.8 ,
7343.0923 ,
7800.3135 ,
7458.6226 ,
7223.7554 ,
8340.219 ,
8136.1807 ,
6859.08 ,
6274.2944 ,
6241.475 ,
7577.1113 ,
9280.72 ,
10988.303 ,
9726.432 ,
9929.389 ,
8878.533 ,
9799.67 ,
9893.73 ,
10019.535 ,
10807.242 ,
9816.188 ,
11595.264 ,
9856.173 ,
8560.982 ,
8071.1367 ,
7606.8394 ,
7285.0806 ,
7828.0244 ,
7491.451 ,
7198.1455 ,
8284.108 ,
8801.029 ,
10927.841 ,
9925.113 ,
10400.522 ,
9588.802 ,
11109.827 ,
10984.786 ,
10917.483 ,
10000.485 ,
9588.353 ,
9161.307 ,
8621.903 ,
8148.823 ,
7625.2437 ,
8716.346 ,
8919.362 ,
9848.197 ,
11477.286 ,
12872.682 ,
14002.126 ,
14548.6875 ,
13999.674 ,
14115.446 ,
12585.296 ,
12647.816 ,
12336.919 ,
14024.926 ,
15821.386 ,
15684.544 ,
14585.465 ,
14009.655 ,
12571.444 ,
11457.298 ,
14001.377 ,
18152.72 ,
22313.154 ,
21640.387 ,
20282.54 ,
20945.666 ,
26067.646 ,
24951.988 ,
28299.479 ,
27925.506 ,
24761.139 ,
22935.152 ,
23537.748 ,
18951.805 ,
17178.807 ,
9720.786 ,
9553.268 ,
9898.537 ,
9457.856 ,
13835.416 ,
13455.688 ,
13965.628 ,
13406.872 ,
18195.129 ,
24224.094 ,
26154.93 ,
27066.709 ,
27260.752 ,
30519.355 ,
34744.86 ,
37495.035 ,
40515.137 ,
37420.867 ,
33296.695 ,
26024.846 ,
25471.758 ,
25409.287 ,
24424.365 ,
26470.291 ,
31436.195 ,
34222.562 ,
37581.117 ,
37258.35 ,
32069.832 ,
40796.652 ,
33477.203 ,
30124.71 ,
31324.494 ,
29404.88 ,
31154.742 ,
33917.285 ,
30008.52 ,
24538.496 ,
21358.99 ,
21277.549 ,
27115.957 ,
29056.064 ,
29306.2 ,
26764.61 ,
23831.633 ,
31876.182 ,
37659.44 ,
41883.67 ,
37453.37 ,
36949.402 ,
35993.617 ,
38812.055 ,
43250.883 ,
40953.113 ,
46100.863 ,
46812.72 ,
52976.633 ,
52570.68 ,
38930.195 ,
29627.58 ,
30967.13 ,
32299.143 ,
32211.66 ,
29915.8 ,
28403.762 ,
30156.182 ,
27847.438 ,
30554.04 ,
34574.797 ,
34496.938 ,
41320.703 ,
42523.047 ,
58046.402 ,
45618.75 ,
57286.133 ,
65844.47 ,
48403.254 ,
46359.062 ,
65939.28 ,
49011.15 ,
44992.61 ,
38588.76 ,
33849.52 ,
31051.104 ,
31590.986 ,
28351.049 ,
26915.287 ,
33399.094 ,
28103.396 ,
35056.56 ,
37495.617 ,
37957.598 ,
37194.203 ,
29448.588 ,
26906.422 ,
27053.822 ,
29649.285 ,
30040.107 ,
33155.63 ,
25221.496 ,
29407.018 ,
27624.055 ,
62235.777 ,
27462.234 ,
23468.564 ,
17205.365 ,
18952.352 ,
14110.255 ,
9347.506 ,
9549.6455 ,
9711.124 ,
12380.747 ,
12797.776 ,
9205.167 ,
8335.9 ,
8785.384 ,
9601.364 ,
9116.933 ,
8457.935 ,
8259.996 ,
7449.885 ,
7779.5283 ,
8008.9585 ,
7010.2993 ,
7539.241 ,
7153.1274 ,
7900.58 ,
8045.5537 ,
8043.0796 ,
7519.0996 ,
8821.872 ,
8357.246 ,
8078.4175 ,
8973.132 ,
7816.4614 ,
7922.747 ,
7920.5527 ,
8255.7 ,
8402.14 ,
7809.0825 ,
8055.709 ,
7751.4263 ,
7851.0 ,
7908.283 ,
7235.536 ,
7804.5605 ,
7361.741 ,
7178.937 ,
6964.8374 ,
6202.969 ,
6825.923 ,
7231.254 ,
7210.566 ,
6746.8857 ,
6498.11 ,
6979.0303 ,
6443.652 ,
6488.2876 ,
6330.7026 ,
6837.1396 ,
7007.7495 ,
6862.8247 ,
6682.877 ,
6388.9365 ,
6274.419 ,
6473.557 ,
6478.586 ,
6013.706 ,
6554.0244 ,
6319.69 ,
